ID,UBICACION,MENAJE,TIPO_HABITACION,MENSUAL,DESCRIPICON,CAPACIDAD_MAXIMA
341,4911 Quincy Center,In quis justo.,sencilla,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",2575
342,47388 Pierstorff Crossing,Duis mattis egestas metus.,compartida,0,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,4646
343,24 Bartelt Trail,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",sencilla,1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2124
344,8668 School Lane,Nunc rhoncus dui vel sem.,sencilla,0,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",3501
345,75200 Maryland Pass,Nullam porttitor lacus at turpis.,sencilla,1,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",4993
346,8571 Artisan Junction,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,0,In hac habitasse platea dictumst.,3045
347,9 Kings Circle,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",compartida,0,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,3282
348,0 Buhler Drive,Pellentesque ultrices mattis odio.,compartida,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",3866
349,825 Brentwood Avenue,Curabitur gravida nisi at nibh.,sencilla,0,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,4983
350,68063 Reinke Circle,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",compartida,1,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",4958
351,94 Northwestern Center,Aliquam sit amet diam in magna bibendum imperdiet.,compartida,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",4628
352,031 Westerfield Junction,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",compartida,0,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",2400
353,9881 Hansons Court,Duis at velit eu est congue elementum.,sencilla,1,Aliquam erat volutpat. In congue. Etiam justo.,3398
354,74601 Canary Lane,Integer ac leo.,sencilla,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",2054
355,8579 Loomis Street,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sencilla,0,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",1434
356,905 Southridge Road,Pellentesque eget nunc.,compartida,1,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,2104
357,52950 Myrtle Parkway,Nullam varius.,sencilla,0,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2162
358,5 Norway Maple Center,Proin at turpis a pede posuere nonummy.,compartida,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",1622
359,76 Tennyson Street,Mauris lacinia sapien quis libero.,sencilla,1,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3842
360,717 Burrows Junction,Nulla nisl.,sencilla,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1143
361,8172 Sunnyside Street,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",sencilla,0,Nulla nisl.,1014
362,6227 Westerfield Plaza,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,1,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2350
363,6 Bultman Alley,Curabitur at ipsum ac tellus semper interdum.,compartida,1,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",4513
364,255 Eagle Crest Street,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",compartida,0,Duis bibendum. Morbi non quam nec dui luctus rutrum.,1053
365,8365 Artisan Pass,Suspendisse potenti.,sencilla,0,Aenean auctor gravida sem.,2327
366,77948 Ludington Court,In blandit ultrices enim.,compartida,1,In hac habitasse platea dictumst.,3384
367,8282 Prairie Rose Road,Morbi quis tortor id nulla ultrices aliquet.,compartida,0,Duis bibendum. Morbi non quam nec dui luctus rutrum.,2192
368,959 Sommers Park,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",sencilla,1,In hac habitasse platea dictumst.,3972
369,1 Pepper Wood Court,Mauris lacinia sapien quis libero.,compartida,1,Vivamus vel nulla eget eros elementum pellentesque.,1473
370,6424 Pleasure Center,Curabitur in libero ut massa volutpat convallis.,compartida,1,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2592
371,1420 Crescent Oaks Terrace,Morbi ut odio.,compartida,0,In hac habitasse platea dictumst.,4262
372,8 Calypso Point,Sed vel enim sit amet nunc viverra dapibus.,sencilla,0,Proin risus. Praesent lectus.,4976
373,7411 Green Park,Donec ut dolor.,compartida,0,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1789
374,7 Towne Drive,In eleifend quam a odio.,compartida,0,Etiam justo. Etiam pretium iaculis justo.,3369
375,94 Donald Court,Aliquam sit amet diam in magna bibendum imperdiet.,sencilla,0,Proin interdum mauris non ligula pellentesque ultrices.,2898
376,86 Nevada Road,In hac habitasse platea dictumst.,compartida,1,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,1681
377,456 Larry Park,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",sencilla,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",3305
378,71044 Portage Trail,Ut at dolor quis odio consequat varius.,compartida,1,Aenean sit amet justo.,2299
379,403 Di Loreto Parkway,Sed accumsan felis.,sencilla,0,Donec posuere metus vitae ipsum.,2019
380,03 Ryan Road,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",compartida,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",3225
381,33 Anderson Street,Suspendisse potenti.,sencilla,0,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,4449
382,5 Saint Paul Court,Nulla nisl.,sencilla,1,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,4145
383,10237 Farragut Street,Vestibulum sed magna at nunc commodo placerat.,compartida,0,Duis at velit eu est congue elementum.,4981
384,3 Texas Avenue,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,sencilla,1,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,1464
385,6384 Hallows Parkway,Cras non velit nec nisi vulputate nonummy.,compartida,0,Vivamus vel nulla eget eros elementum pellentesque.,1198
386,540 Kenwood Trail,Fusce posuere felis sed lacus.,sencilla,0,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",1589
387,6571 Upham Trail,Phasellus in felis.,sencilla,0,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3099
388,12 Lighthouse Bay Avenue,Proin at turpis a pede posuere nonummy.,sencilla,0,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",3627
389,8391 Dovetail Junction,Ut tellus.,sencilla,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",4224
390,6 East Point,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",sencilla,1,Nunc rhoncus dui vel sem. Sed sagittis.,3627
391,1 Debra Lane,Praesent blandit lacinia erat.,sencilla,1,Cras in purus eu magna vulputate luctus.,3064
392,7281 Tomscot Street,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,sencilla,0,Nunc purus.,4849
393,7 Bunker Hill Court,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,compartida,0,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2801
394,42 Manufacturers Parkway,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,compartida,1,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1312
395,66392 Meadow Vale Parkway,Nam tristique tortor eu pede.,compartida,0,Sed sagittis.,4072
396,460 Roxbury Junction,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,compartida,0,Suspendisse potenti.,2180
397,2 Hermina Plaza,Cras non velit nec nisi vulputate nonummy.,compartida,0,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",2900
398,143 Scott Avenue,Aliquam quis turpis eget elit sodales scelerisque.,compartida,0,Morbi non lectus.,1594
399,845 Memorial Court,In quis justo.,sencilla,0,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4112
400,97 Raven Pass,Morbi quis tortor id nulla ultrices aliquet.,sencilla,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1785
401,56 Sutteridge Court,Nulla tellus.,compartida,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",3727
402,0 Vahlen Junction,Integer non velit.,sencilla,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",2882
403,859 Dakota Lane,Cras non velit nec nisi vulputate nonummy.,sencilla,1,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2101
404,58 Pleasure Hill,Nunc rhoncus dui vel sem.,compartida,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,3295
405,57 Victoria Crossing,Integer ac neque.,compartida,0,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,2833
406,79134 Hooker Terrace,Suspendisse accumsan tortor quis turpis.,sencilla,1,In hac habitasse platea dictumst.,2684
407,5 Meadow Ridge Drive,Phasellus id sapien in sapien iaculis congue.,sencilla,1,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,4227
408,24 Fallview Plaza,Nam dui.,sencilla,1,Curabitur gravida nisi at nibh.,4251
409,04832 Boyd Avenue,Nulla ac enim.,compartida,1,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2534
410,84 Declaration Park,Nulla tellus.,sencilla,0,In hac habitasse platea dictumst.,3580
411,41 Vidon Junction,Morbi non lectus.,sencilla,1,Integer ac leo.,4638
412,8 Carberry Court,Integer non velit.,compartida,0,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1842
413,6363 Ilene Terrace,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",compartida,0,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,2202
414,28904 Gina Place,Praesent blandit lacinia erat.,sencilla,0,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,2708
415,31 Meadow Valley Point,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",sencilla,1,Etiam vel augue. Vestibulum rutrum rutrum neque.,2684
416,52464 Nelson Center,In quis justo.,sencilla,0,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,1501
417,49 Fair Oaks Crossing,In hac habitasse platea dictumst.,sencilla,0,Nunc nisl.,2742
418,59043 Sheridan Junction,In quis justo.,compartida,1,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,4499
419,807 John Wall Street,Aenean sit amet justo.,sencilla,1,Donec dapibus.,3307
420,443 Homewood Lane,Praesent blandit lacinia erat.,sencilla,0,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",4985
421,5805 Commercial Lane,In sagittis dui vel nisl.,compartida,1,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1629
422,9301 Mendota Junction,Proin eu mi.,compartida,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2471
423,362 Blackbird Road,Sed vel enim sit amet nunc viverra dapibus.,sencilla,1,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,2652
424,965 Transport Crossing,Nunc purus.,compartida,1,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2399
425,6393 Heffernan Park,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",sencilla,0,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,4003
426,1 Sloan Court,Etiam faucibus cursus urna.,compartida,0,Integer tincidunt ante vel ipsum.,1582
427,4 Bluestem Junction,Curabitur gravida nisi at nibh.,compartida,1,Quisque ut erat.,1102
428,2 Carberry Street,In eleifend quam a odio.,compartida,1,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2405
429,1 Manitowish Park,Sed ante.,compartida,1,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",2760
430,3 Lighthouse Bay Drive,Mauris sit amet eros.,sencilla,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",2500
431,9468 Declaration Drive,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",sencilla,1,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,3581
432,139 Burrows Circle,Integer ac leo.,sencilla,1,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1939
433,88 Sachtjen Road,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",compartida,0,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",4439
434,450 Lerdahl Pass,Aenean auctor gravida sem.,sencilla,0,Proin at turpis a pede posuere nonummy. Integer non velit.,4873
435,87 Surrey Terrace,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sencilla,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",4977
436,43001 Ilene Plaza,Aenean lectus.,sencilla,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1381
437,8822 Hintze Junction,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",sencilla,0,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1266
438,97 Dayton Way,Aliquam quis turpis eget elit sodales scelerisque.,compartida,0,Nullam porttitor lacus at turpis.,2300
439,3273 Fordem Alley,Quisque porta volutpat erat.,compartida,1,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,4537
440,6963 Esker Avenue,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",compartida,0,Vestibulum rutrum rutrum neque.,4531
441,74 Rockefeller Drive,Proin risus.,compartida,0,Maecenas pulvinar lobortis est.,4430
442,586 Fairview Park,Etiam faucibus cursus urna.,sencilla,1,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",2158
443,248 Manley Crossing,Ut tellus.,compartida,0,Fusce consequat.,2434
444,678 Trailsway Circle,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",compartida,0,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",1011
445,484 Old Gate Trail,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,compartida,1,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2341
446,40680 West Way,In quis justo.,compartida,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",4445
447,91381 Bluejay Center,Maecenas rhoncus aliquam lacus.,sencilla,0,Sed accumsan felis. Ut at dolor quis odio consequat varius.,4260
448,059 Logan Circle,Sed sagittis.,compartida,0,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,4181
449,70758 Rutledge Park,Duis mattis egestas metus.,sencilla,1,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1506
450,1 Declaration Pass,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",compartida,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1627
451,9768 Eagle Crest Circle,Ut at dolor quis odio consequat varius.,sencilla,0,Sed ante.,3797
452,200 Service Court,Morbi non lectus.,sencilla,1,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,4421
453,59 4th Crossing,Nulla mollis molestie lorem.,compartida,0,Maecenas rhoncus aliquam lacus.,3198
454,66676 High Crossing Junction,Nullam varius.,compartida,1,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",4757
455,588 Dawn Park,Duis bibendum.,sencilla,0,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3113
456,503 Main Parkway,Curabitur in libero ut massa volutpat convallis.,compartida,0,Nulla facilisi.,1327
457,55092 Jay Center,Suspendisse accumsan tortor quis turpis.,sencilla,1,Donec dapibus. Duis at velit eu est congue elementum.,2323
458,8404 Larry Junction,Phasellus id sapien in sapien iaculis congue.,compartida,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",2075
459,530 Holy Cross Parkway,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",sencilla,0,Suspendisse potenti.,1914
460,142 Lukken Point,Pellentesque at nulla.,compartida,1,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,4966
461,41836 Norway Maple Center,Nulla mollis molestie lorem.,sencilla,0,Proin risus. Praesent lectus.,4155
462,5 Oak Point,Proin risus.,sencilla,0,Donec dapibus.,3162
463,5 Jenifer Park,Pellentesque viverra pede ac diam.,sencilla,1,Nulla justo.,1079
464,170 Victoria Place,Proin eu mi.,compartida,0,Aliquam non mauris.,1964
465,7 Pepper Wood Circle,Donec semper sapien a libero.,sencilla,0,Aliquam erat volutpat. In congue.,2042
466,823 Buhler Terrace,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",compartida,0,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,4725
467,12 Lakewood Terrace,In sagittis dui vel nisl.,sencilla,0,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",4833
468,65 Dunning Pass,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",compartida,0,Vestibulum sed magna at nunc commodo placerat.,4739
469,9 Ludington Lane,Duis bibendum.,sencilla,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",1869
470,5 Ridgeview Drive,In hac habitasse platea dictumst.,sencilla,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",1946
471,6099 Clemons Lane,Sed accumsan felis.,sencilla,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",3164
472,3 Prairieview Place,Vestibulum rutrum rutrum neque.,sencilla,0,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",4166
473,3 Oxford Terrace,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",sencilla,0,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,3260
474,938 Shelley Court,Donec quis orci eget orci vehicula condimentum.,compartida,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4595
475,026 Hovde Point,Vestibulum sed magna at nunc commodo placerat.,sencilla,0,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,2857
476,64047 Messerschmidt Drive,Sed ante.,sencilla,1,Pellentesque at nulla. Suspendisse potenti.,2879
477,67735 Division Trail,In hac habitasse platea dictumst.,compartida,1,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2667
478,59149 Brickson Park Circle,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,1,Suspendisse accumsan tortor quis turpis.,4245
479,57073 Magdeline Circle,Nulla facilisi.,sencilla,0,In sagittis dui vel nisl.,3781
480,6 Pond Pass,Maecenas ut massa quis augue luctus tincidunt.,sencilla,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",3840
481,0 Montana Avenue,Morbi a ipsum.,compartida,1,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2704
482,07802 Dahle Terrace,Vivamus vel nulla eget eros elementum pellentesque.,compartida,1,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2060
483,582 Kipling Place,Mauris sit amet eros.,sencilla,1,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",4923
484,8893 Ridge Oak Point,Nam tristique tortor eu pede.,compartida,1,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2203
485,9899 Johnson Street,Quisque id justo sit amet sapien dignissim vestibulum.,compartida,1,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",4291
486,579 Mosinee Junction,Aliquam non mauris.,sencilla,0,Praesent blandit.,1243
487,88 Manufacturers Pass,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",sencilla,1,Nam tristique tortor eu pede.,4786
488,92163 Alpine Point,Duis bibendum.,sencilla,0,In sagittis dui vel nisl.,3944
489,7 Clemons Avenue,Donec ut mauris eget massa tempor convallis.,sencilla,0,Suspendisse accumsan tortor quis turpis. Sed ante.,4641
490,7 Kipling Crossing,In sagittis dui vel nisl.,sencilla,0,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",3515
491,6215 Norway Maple Lane,Morbi non lectus.,compartida,0,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",4416
492,5 Merrick Court,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",sencilla,0,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",3066
493,1273 Westridge Center,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",sencilla,0,Proin interdum mauris non ligula pellentesque ultrices.,4780
494,90 Graceland Point,In hac habitasse platea dictumst.,compartida,1,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2019
495,52856 Park Meadow Way,In congue.,sencilla,0,In congue. Etiam justo.,2378
496,3452 Stone Corner Terrace,Curabitur gravida nisi at nibh.,compartida,0,Donec semper sapien a libero.,2413
497,554 Pine View Court,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",compartida,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",3014
498,92997 Northland Drive,Cras in purus eu magna vulputate luctus.,sencilla,0,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",3772
499,20299 Buhler Junction,Aliquam sit amet diam in magna bibendum imperdiet.,compartida,1,Fusce consequat.,4996
500,47020 Weeping Birch Drive,Fusce posuere felis sed lacus.,sencilla,0,Donec semper sapien a libero.,4733
501,308 Nevada Park,Etiam vel augue.,compartida,0,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,1096
502,27 Waywood Point,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,compartida,1,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,1103
503,4459 Eggendart Circle,Duis bibendum.,sencilla,0,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1781
504,8647 School Avenue,Duis bibendum.,sencilla,0,Morbi non quam nec dui luctus rutrum. Nulla tellus.,3055
505,969 Holmberg Center,Praesent id massa id nisl venenatis lacinia.,compartida,0,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4548
506,516 Loeprich Way,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",sencilla,1,Aliquam non mauris. Morbi non lectus.,3727
