ID,UBICACION,MENAJE,TIPO_HABITACION,MENSUAL,DESCRIPCION,CAPACIDAD_MAXIMA
438,5494 Stuart Crossing,Quisque porta volutpat erat.,sencilla,0,Duis at velit eu est congue elementum.,3608
439,8 Gina Way,Curabitur convallis.,compartida,0,Nulla facilisi.,1694
440,3 Lunder Pass,Suspendisse potenti.,sencilla,0,Pellentesque ultrices mattis odio.,4978
441,0716 Corben Way,Etiam faucibus cursus urna.,compartida,0,Nulla mollis molestie lorem.,4498
442,4 Oak Pass,Praesent id massa id nisl venenatis lacinia.,sencilla,1,Integer tincidunt ante vel ipsum.,4741
443,797 Starling Way,Suspendisse potenti.,compartida,1,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2575
444,33241 Melvin Crossing,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",sencilla,1,Donec ut mauris eget massa tempor convallis.,4916
445,2892 Gulseth Court,Nam tristique tortor eu pede.,sencilla,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,4792
446,883 Towne Hill,Nulla tempus.,compartida,1,Praesent id massa id nisl venenatis lacinia.,3024
447,981 Vera Court,Maecenas tincidunt lacus at velit.,sencilla,0,In hac habitasse platea dictumst.,3586
448,84 Hagan Place,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",sencilla,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2784
449,243 Macpherson Hill,In hac habitasse platea dictumst.,compartida,0,Suspendisse potenti.,1255
450,4 Hooker Avenue,Vestibulum rutrum rutrum neque.,compartida,0,Phasellus id sapien in sapien iaculis congue.,4191
451,3 Dapin Way,Donec ut dolor.,sencilla,0,In blandit ultrices enim.,2284
452,89 Miller Terrace,Proin at turpis a pede posuere nonummy.,sencilla,1,Nulla ac enim.,2906
453,7038 Moland Crossing,In quis justo.,compartida,0,Suspendisse potenti.,2164
454,3606 Mendota Point,Proin at turpis a pede posuere nonummy.,compartida,0,Curabitur convallis.,4749
455,6 Algoma Pass,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,1,Nulla mollis molestie lorem.,3043
456,6 Florence Drive,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",compartida,0,Pellentesque eget nunc.,3850
457,996 Pearson Hill,Donec semper sapien a libero.,compartida,1,Etiam pretium iaculis justo.,3949
458,8 Lukken Junction,Duis at velit eu est congue elementum.,sencilla,1,Proin at turpis a pede posuere nonummy.,3086
459,613 Granby Park,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",compartida,0,In hac habitasse platea dictumst.,1610
460,704 Dakota Crossing,Praesent id massa id nisl venenatis lacinia.,compartida,1,Praesent id massa id nisl venenatis lacinia.,2018
461,94273 Linden Hill,Pellentesque viverra pede ac diam.,compartida,1,Aliquam sit amet diam in magna bibendum imperdiet.,1833
462,678 Autumn Leaf Avenue,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",sencilla,1,Aenean auctor gravida sem.,4901
463,147 Lighthouse Bay Drive,Integer a nibh.,sencilla,0,Proin risus.,3743
464,882 Welch Parkway,Curabitur in libero ut massa volutpat convallis.,compartida,1,Praesent blandit.,2477
465,06577 Summer Ridge Park,Cras non velit nec nisi vulputate nonummy.,sencilla,0,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2827
466,4 Crescent Oaks Way,Sed accumsan felis.,compartida,1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",3546
467,938 Katie Plaza,Aliquam erat volutpat.,sencilla,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2833
468,0019 Texas Lane,Nam nulla.,sencilla,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,1630
469,3 Mesta Parkway,Nullam varius.,compartida,1,Nullam porttitor lacus at turpis.,2799
470,928 Shoshone Terrace,Vestibulum ac est lacinia nisi venenatis tristique.,compartida,0,In hac habitasse platea dictumst.,2723
471,21791 Roxbury Parkway,Vestibulum rutrum rutrum neque.,sencilla,1,Sed vel enim sit amet nunc viverra dapibus.,1897
472,87177 Summer Ridge Road,Duis aliquam convallis nunc.,compartida,1,Suspendisse accumsan tortor quis turpis.,1334
473,7297 Northfield Hill,Morbi porttitor lorem id ligula.,compartida,1,Duis aliquam convallis nunc.,1386
474,2479 Cambridge Crossing,Aenean sit amet justo.,sencilla,1,Duis mattis egestas metus.,2996
475,6 Longview Court,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2175
476,81 Lake View Point,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",compartida,0,Nunc nisl.,2469
477,175 Rusk Parkway,Maecenas ut massa quis augue luctus tincidunt.,sencilla,1,Proin at turpis a pede posuere nonummy.,1012
478,52797 Waywood Hill,Duis aliquam convallis nunc.,sencilla,0,Suspendisse ornare consequat lectus.,4493
479,90 Calypso Road,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",sencilla,1,Morbi quis tortor id nulla ultrices aliquet.,3343
480,911 Almo Terrace,Nunc nisl.,sencilla,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1535
481,1873 Hudson Lane,Vivamus in felis eu sapien cursus vestibulum.,sencilla,1,Nulla ac enim.,2641
482,482 Columbus Point,Maecenas rhoncus aliquam lacus.,sencilla,1,Praesent lectus.,4865
483,43431 Garrison Road,Donec quis orci eget orci vehicula condimentum.,sencilla,1,Maecenas ut massa quis augue luctus tincidunt.,3518
484,7 Forest Dale Alley,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",sencilla,0,In quis justo.,4354
485,92 Vermont Point,Maecenas ut massa quis augue luctus tincidunt.,sencilla,0,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1442
486,20963 Meadow Ridge Avenue,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",sencilla,0,In congue.,1148
487,24 Parkside Center,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",compartida,0,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2622
488,129 Northview Court,Duis ac nibh.,compartida,1,Nunc nisl.,1211
489,7121 West Junction,Suspendisse accumsan tortor quis turpis.,sencilla,0,Nulla suscipit ligula in lacus.,2496
490,743 Barby Plaza,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",compartida,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",3027
491,111 Washington Parkway,Vivamus tortor.,compartida,0,Etiam faucibus cursus urna.,1801
492,8483 Northwestern Road,Nam dui.,sencilla,0,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1713
493,3456 Talisman Point,Integer non velit.,sencilla,0,Pellentesque ultrices mattis odio.,1734
494,6 Holmberg Drive,Phasellus in felis.,sencilla,1,Duis ac nibh.,1584
495,52 Tomscot Lane,Integer ac neque.,compartida,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3698
496,37 Farmco Trail,Cras non velit nec nisi vulputate nonummy.,compartida,0,Proin interdum mauris non ligula pellentesque ultrices.,2840
497,39 Talisman Terrace,Aliquam erat volutpat.,compartida,1,Integer non velit.,2203
498,006 Merry Terrace,Morbi non quam nec dui luctus rutrum.,compartida,0,Donec ut dolor.,4310
499,3 Clemons Terrace,Mauris lacinia sapien quis libero.,compartida,0,In hac habitasse platea dictumst.,4389
500,004 Upham Way,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",sencilla,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",4313
501,5424 Iowa Point,Etiam pretium iaculis justo.,compartida,0,Praesent lectus.,4832
502,11 Ludington Place,Nulla mollis molestie lorem.,compartida,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1962
503,1 Bluejay Drive,Nam nulla.,compartida,0,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",3878
504,94100 Mallory Alley,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,1,In eleifend quam a odio.,4137
505,98593 Clemons Lane,Nunc nisl.,sencilla,1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",4750
506,11649 Fisk Hill,Morbi non quam nec dui luctus rutrum.,sencilla,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1875
507,8796 Fairview Point,Mauris ullamcorper purus sit amet nulla.,compartida,0,Duis ac nibh.,2136
508,4 Browning Point,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,sencilla,0,Integer ac leo.,1038
509,4535 Tennessee Avenue,Morbi ut odio.,sencilla,0,Donec dapibus.,4907
510,0 Green Ridge Lane,In eleifend quam a odio.,compartida,0,Maecenas tincidunt lacus at velit.,1222
511,6502 Grayhawk Drive,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",compartida,0,In eleifend quam a odio.,3558
512,1579 Kipling Plaza,Donec ut mauris eget massa tempor convallis.,sencilla,0,Nullam varius.,4409
513,733 Artisan Court,Vestibulum ac est lacinia nisi venenatis tristique.,sencilla,1,In congue.,2388
514,97 Dennis Avenue,Integer non velit.,compartida,0,Curabitur convallis.,1285
515,034 Marquette Lane,In hac habitasse platea dictumst.,sencilla,1,Nullam porttitor lacus at turpis.,1817
516,589 Roxbury Parkway,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",compartida,0,Etiam justo.,1965
517,2978 Orin Street,Nullam porttitor lacus at turpis.,compartida,0,Aenean fermentum.,1242
518,65 Pine View Terrace,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",sencilla,0,In sagittis dui vel nisl.,3809
519,14476 High Crossing Drive,Donec ut dolor.,sencilla,1,Donec quis orci eget orci vehicula condimentum.,3734
520,5 Glendale Street,In quis justo.,compartida,0,Vestibulum rutrum rutrum neque.,3213
521,1 Melvin Center,Nam tristique tortor eu pede.,sencilla,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",4591
522,3734 Carioca Court,Etiam justo.,compartida,1,Morbi quis tortor id nulla ultrices aliquet.,1559
523,47594 Parkside Pass,Proin interdum mauris non ligula pellentesque ultrices.,sencilla,1,Duis consequat dui nec nisi volutpat eleifend.,4808
524,734 Packers Alley,Donec posuere metus vitae ipsum.,sencilla,0,Duis aliquam convallis nunc.,2129
525,75739 Stephen Court,Aliquam quis turpis eget elit sodales scelerisque.,compartida,0,In hac habitasse platea dictumst.,4424
526,11752 Mitchell Plaza,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",compartida,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,2372
527,8021 Arizona Avenue,Vivamus vel nulla eget eros elementum pellentesque.,sencilla,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",4986
528,610 Cascade Lane,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",compartida,0,Nulla nisl.,1377
529,8 Sundown Terrace,Phasellus id sapien in sapien iaculis congue.,sencilla,1,In hac habitasse platea dictumst.,2913
530,4618 Grasskamp Way,Phasellus in felis.,sencilla,1,Pellentesque ultrices mattis odio.,4075
531,08007 Arapahoe Way,Vestibulum rutrum rutrum neque.,compartida,0,Nulla mollis molestie lorem.,1190
532,86751 Laurel Avenue,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",compartida,0,Maecenas tincidunt lacus at velit.,3873
533,4 Hoffman Road,Nunc nisl.,sencilla,0,Praesent lectus.,2344
534,4 Ridge Oak Parkway,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",sencilla,1,Phasellus in felis.,2495
535,479 Kedzie Plaza,Nam dui.,sencilla,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",4245
536,6605 Village Green Center,Cras in purus eu magna vulputate luctus.,compartida,1,Nunc nisl.,1949
537,725 Milwaukee Trail,Aenean auctor gravida sem.,compartida,0,Quisque id justo sit amet sapien dignissim vestibulum.,3951
538,64520 Randy Park,Nulla ac enim.,compartida,1,Donec ut mauris eget massa tempor convallis.,2348
539,74524 Rusk Plaza,Morbi a ipsum.,sencilla,1,Integer ac neque.,1083
540,47045 Hazelcrest Alley,Proin at turpis a pede posuere nonummy.,compartida,1,Quisque id justo sit amet sapien dignissim vestibulum.,1462
541,8349 Milwaukee Hill,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",compartida,1,Etiam justo.,1949
542,90552 Mallory Alley,Maecenas ut massa quis augue luctus tincidunt.,sencilla,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,3369
543,56516 Crowley Park,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",compartida,0,Etiam vel augue.,1620
544,7 Meadow Valley Drive,Duis bibendum.,sencilla,1,Cras pellentesque volutpat dui.,3100
545,49874 Swallow Junction,In hac habitasse platea dictumst.,sencilla,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,4924
546,0 Dottie Trail,Suspendisse ornare consequat lectus.,sencilla,0,Suspendisse accumsan tortor quis turpis.,2017
547,49792 Birchwood Way,Aliquam quis turpis eget elit sodales scelerisque.,sencilla,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",3438
548,57 Kim Hill,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",compartida,1,Nulla tellus.,2887
549,216 Sage Parkway,Praesent id massa id nisl venenatis lacinia.,compartida,0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1331
550,271 Tony Park,Fusce posuere felis sed lacus.,sencilla,0,Praesent id massa id nisl venenatis lacinia.,2664
551,941 Eliot Lane,Morbi a ipsum.,compartida,1,Nullam porttitor lacus at turpis.,3047
552,0687 Warbler Pass,Etiam faucibus cursus urna.,sencilla,1,Integer ac leo.,2329
553,3035 Northport Street,Praesent blandit lacinia erat.,sencilla,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2663
554,32127 Mifflin Circle,Nulla nisl.,compartida,1,Nunc nisl.,3989
555,9 Dexter Road,Nunc nisl.,sencilla,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,1097
556,304 Vera Hill,Suspendisse potenti.,sencilla,0,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",3257
557,07309 David Alley,Duis ac nibh.,compartida,1,Fusce consequat.,2332
558,1659 Crownhardt Junction,Aenean auctor gravida sem.,compartida,0,Integer a nibh.,2752
559,835 Rieder Alley,Donec ut mauris eget massa tempor convallis.,sencilla,1,Vivamus vestibulum sagittis sapien.,1790
560,48 Beilfuss Alley,Pellentesque ultrices mattis odio.,sencilla,0,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2072
561,14652 Commercial Drive,In hac habitasse platea dictumst.,sencilla,1,Morbi vel lectus in quam fringilla rhoncus.,3555
562,85 Surrey Circle,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",compartida,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2008
563,488 Knutson Road,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",sencilla,0,Donec ut dolor.,3366
564,26 Kings Hill,Suspendisse potenti.,sencilla,0,Nullam molestie nibh in lectus.,4882
565,73180 Independence Lane,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",sencilla,1,Quisque porta volutpat erat.,2876
566,85440 Summit Place,Donec posuere metus vitae ipsum.,sencilla,1,Sed vel enim sit amet nunc viverra dapibus.,4688
567,85728 Colorado Point,In hac habitasse platea dictumst.,sencilla,1,Suspendisse potenti.,3664
568,937 Moose Point,Praesent blandit.,compartida,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1940
569,0901 Dryden Avenue,Aliquam quis turpis eget elit sodales scelerisque.,sencilla,0,Nulla suscipit ligula in lacus.,1048
570,9 Pankratz Trail,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",compartida,0,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",3600
571,58 Acker Street,Vivamus vel nulla eget eros elementum pellentesque.,sencilla,0,Cras non velit nec nisi vulputate nonummy.,3789
572,303 Hintze Avenue,Nulla tellus.,sencilla,1,Donec quis orci eget orci vehicula condimentum.,2526
573,66 Dakota Way,Proin risus.,sencilla,1,Suspendisse potenti.,3737
574,28 Delladonna Terrace,Maecenas ut massa quis augue luctus tincidunt.,compartida,0,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1075
575,4 Onsgard Hill,Praesent lectus.,compartida,1,Cras non velit nec nisi vulputate nonummy.,4326
576,34372 Amoth Way,In congue.,compartida,0,Etiam faucibus cursus urna.,2632
577,5 Blaine Pass,Morbi a ipsum.,compartida,1,Nulla nisl.,4071
578,37654 Delladonna Parkway,Mauris ullamcorper purus sit amet nulla.,compartida,0,Suspendisse potenti.,4355
579,8 Dayton Junction,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,sencilla,1,Curabitur gravida nisi at nibh.,4208
580,997 Dakota Parkway,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",compartida,0,Duis bibendum.,4812
581,160 Oakridge Hill,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",sencilla,1,Morbi quis tortor id nulla ultrices aliquet.,2041
582,8 Sycamore Circle,In hac habitasse platea dictumst.,compartida,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1435
583,9452 Green Park,Suspendisse potenti.,compartida,0,Aliquam erat volutpat.,2927
584,34 Browning Road,Nulla nisl.,compartida,0,Praesent id massa id nisl venenatis lacinia.,2477
585,6 Blackbird Road,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,1,Vestibulum ac est lacinia nisi venenatis tristique.,1143
586,0386 Monica Pass,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",sencilla,1,Donec dapibus.,4892
587,8731 Saint Paul Road,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",sencilla,0,In congue.,1181
588,56974 Ramsey Drive,Aliquam sit amet diam in magna bibendum imperdiet.,compartida,1,Nunc nisl.,2573
589,35 Tennyson Way,Nulla ut erat id mauris vulputate elementum.,sencilla,0,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1217
590,0 Bultman Terrace,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",compartida,0,Pellentesque at nulla.,3513
591,87512 Pennsylvania Terrace,Suspendisse potenti.,sencilla,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1534
592,28677 Pepper Wood Road,Nulla tellus.,sencilla,0,Nunc rhoncus dui vel sem.,3824
593,6967 Village Green Court,Donec quis orci eget orci vehicula condimentum.,compartida,1,Vivamus tortor.,4122
594,8 Corscot Way,Sed ante.,compartida,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",3265
595,782 Miller Park,Nunc rhoncus dui vel sem.,sencilla,0,Ut at dolor quis odio consequat varius.,1653
596,46075 Meadow Valley Center,Curabitur at ipsum ac tellus semper interdum.,sencilla,1,Fusce consequat.,3622
597,1 Derek Court,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",compartida,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",3023
598,1 Swallow Court,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",sencilla,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",4118
599,306 Bonner Road,Proin risus.,compartida,0,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1436
600,937 Norway Maple Trail,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,sencilla,0,Phasellus id sapien in sapien iaculis congue.,3828
601,6815 Meadow Vale Trail,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",compartida,1,Morbi a ipsum.,1755
602,02660 Mccormick Junction,Phasellus in felis.,sencilla,0,Ut tellus.,3574
603,995 Twin Pines Avenue,Donec semper sapien a libero.,compartida,0,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",3375
604,355 Carpenter Avenue,Nam nulla.,sencilla,1,Suspendisse potenti.,1583
605,1 Pine View Plaza,Morbi quis tortor id nulla ultrices aliquet.,sencilla,0,Praesent lectus.,2452
606,3 Stuart Center,Pellentesque eget nunc.,compartida,1,Etiam vel augue.,1213
607,796 Donald Point,Suspendisse ornare consequat lectus.,sencilla,0,Mauris ullamcorper purus sit amet nulla.,4319
608,3555 Holy Cross Way,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",compartida,1,In sagittis dui vel nisl.,4824
609,3 Kim Park,Maecenas tincidunt lacus at velit.,sencilla,0,Cras non velit nec nisi vulputate nonummy.,4774
610,5843 Quincy Parkway,Integer a nibh.,sencilla,1,Integer non velit.,4767
611,4464 Jenifer Place,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",compartida,0,Nulla justo.,1671
612,933 Sundown Way,Pellentesque at nulla.,compartida,1,Quisque ut erat.,2122
613,083 Artisan Junction,Sed vel enim sit amet nunc viverra dapibus.,sencilla,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",1554
614,63 Hallows Junction,Vivamus vel nulla eget eros elementum pellentesque.,compartida,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",3447
615,5592 Lillian Point,Morbi quis tortor id nulla ultrices aliquet.,compartida,0,Aenean fermentum.,1944
616,93 Manitowish Park,Nulla facilisi.,sencilla,1,Integer tincidunt ante vel ipsum.,3581
617,016 Heffernan Trail,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",sencilla,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,3275
618,46859 Annamark Place,Pellentesque ultrices mattis odio.,compartida,0,Vestibulum sed magna at nunc commodo placerat.,1724
619,10466 Linden Lane,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,sencilla,0,Maecenas tincidunt lacus at velit.,3783
620,7 New Castle Lane,Etiam pretium iaculis justo.,compartida,1,Morbi quis tortor id nulla ultrices aliquet.,3702
621,6031 Lakeland Drive,In hac habitasse platea dictumst.,compartida,0,Nunc rhoncus dui vel sem.,2620
622,8066 Towne Drive,Fusce posuere felis sed lacus.,sencilla,0,Vivamus in felis eu sapien cursus vestibulum.,1880
623,992 Sherman Street,Morbi ut odio.,sencilla,0,Morbi non lectus.,1496
624,4 Burrows Court,Aliquam erat volutpat.,compartida,1,Donec quis orci eget orci vehicula condimentum.,3531
625,8322 Vera Pass,Donec ut dolor.,compartida,0,Nullam molestie nibh in lectus.,4038
626,048 Barby Avenue,Integer ac leo.,sencilla,1,In hac habitasse platea dictumst.,2998
627,3 Acker Point,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",compartida,1,Aliquam non mauris.,1606
628,67 Bellgrove Alley,Vivamus vel nulla eget eros elementum pellentesque.,compartida,1,Suspendisse potenti.,2228
629,992 Del Mar Court,Cras pellentesque volutpat dui.,sencilla,0,Sed sagittis.,1325
630,02100 Bayside Parkway,Nullam sit amet turpis elementum ligula vehicula consequat.,sencilla,0,Nulla ac enim.,3702
631,007 Porter Crossing,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,1,Etiam faucibus cursus urna.,2072
632,823 Marcy Plaza,Suspendisse potenti.,sencilla,1,Aenean auctor gravida sem.,1021
633,030 Macpherson Trail,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",sencilla,0,Donec quis orci eget orci vehicula condimentum.,4384
634,17720 Union Trail,Nullam porttitor lacus at turpis.,compartida,0,Maecenas rhoncus aliquam lacus.,3714
635,7256 Westport Terrace,In hac habitasse platea dictumst.,sencilla,1,Nulla ut erat id mauris vulputate elementum.,3201
636,56503 Portage Alley,Ut tellus.,compartida,1,Curabitur in libero ut massa volutpat convallis.,3172
637,5 North Crossing,Donec semper sapien a libero.,compartida,1,Aliquam erat volutpat.,3905
638,7971 Ridgeview Lane,Aenean lectus.,sencilla,0,Morbi non lectus.,3773
639,467 Gulseth Street,In hac habitasse platea dictumst.,compartida,1,Nunc rhoncus dui vel sem.,1132
640,6909 Bobwhite Drive,Pellentesque eget nunc.,sencilla,1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2906
641,37373 Shasta Drive,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",sencilla,0,In eleifend quam a odio.,4020
642,65 Blue Bill Park Trail,Nam tristique tortor eu pede.,compartida,1,Pellentesque eget nunc.,3836
643,689 Victoria Park,Morbi porttitor lorem id ligula.,sencilla,0,Aenean sit amet justo.,3797
644,3 Heath Junction,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",compartida,0,Donec quis orci eget orci vehicula condimentum.,3516
645,076 Fisk Way,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",compartida,1,Duis aliquam convallis nunc.,2979
646,25 Roxbury Trail,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",sencilla,1,Ut tellus.,1340
647,6719 Esch Plaza,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",compartida,0,In congue.,3861
648,19 Warbler Court,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",sencilla,1,Nulla nisl.,4650
649,87 Kingsford Hill,Aliquam erat volutpat.,sencilla,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2568
650,9 Helena Avenue,Duis aliquam convallis nunc.,sencilla,0,Curabitur at ipsum ac tellus semper interdum.,3175
651,05 Kings Road,Cras in purus eu magna vulputate luctus.,compartida,0,In hac habitasse platea dictumst.,3186
